YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,CAE_TYPE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,OUT_OF_DIRECTIVES,CRIT_CODE,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,NUMBER_OFFERS
2018,3,43104,R209.S2,0,0,N,Moss Kommunale Eiendomsselskap KF,PB 175,Moss,1501,OUT  ,NO,NO,N,R,"Recreation, culture and religion",Y,N,Y,W,NO031,N,N,N,45000000,45000.0,45000000,N,5.0,1.0,8390218.39,8390218.39,8390218.39,N,NIC,0,L,N,1,2.0
2018,3,43105,R209.S2,0,0,N,Omsorgsbygg Oslo KF,Postboks 2773 Solli,Oslo,0201,OUT  ,NO,NO,N,R,Other,N,N,N,W,NO,N,N,N,45000000,45000.0,45214100,Y,5.0,1.0,5693188.33,5693188.33,5693188.33,N,NIC,0,M,N,1,1.0
2019,3,43462,R209.S3,0,0,N,Øystre Slidre kommune,Bygdinvegen 1989,Heggenes,2940,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO022,N,N,N,45000000,45000.0,45215100,N,5.0,7.0,18985830.21,18985830.21,18985830.21,N,OPE,0,L,N,7,1.0
2019,3,43462,R209.S3,0,0,N,Øystre Slidre kommune,Bygdinvegen 1989,Heggenes,2940,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO022,N,N,N,45000000,45000.0,45300000---45310000,N,5.0,7.0,18985830.21,18985830.21,18985830.21,N,OPE,0,L,N,7,2.0
2019,3,43462,R209.S3,0,0,N,Øystre Slidre kommune,Bygdinvegen 1989,Heggenes,2940,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO022,N,N,N,45000000,45000.0,45331000,N,5.0,7.0,18985830.21,18985830.21,18985830.21,N,OPE,0,L,N,7,3.0
2019,3,43462,R209.S3,0,0,N,Øystre Slidre kommune,Bygdinvegen 1989,Heggenes,2940,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO022,N,N,N,45000000,45000.0,45330000,N,5.0,7.0,18985830.21,18985830.21,18985830.21,N,OPE,0,L,N,7,1.0
2019,3,43462,R209.S3,0,0,N,Øystre Slidre kommune,Bygdinvegen 1989,Heggenes,2940,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO022,N,N,N,45000000,45000.0,45313100,N,5.0,7.0,18985830.21,18985830.21,18985830.21,N,OPE,0,L,N,7,4.0
2019,3,43462,R209.S3,0,0,N,Øystre Slidre kommune,Bygdinvegen 1989,Heggenes,2940,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO022,N,N,N,45000000,45000.0,45343230,N,5.0,7.0,18985830.21,18985830.21,18985830.21,N,OPE,0,L,N,7,1.0
2019,3,43462,R209.S3,0,0,N,Øystre Slidre kommune,Bygdinvegen 1989,Heggenes,2940,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO022,N,N,N,45000000,45000.0,45332200,N,5.0,7.0,18985830.21,18985830.21,18985830.21,N,OPE,0,L,N,7,1.0
2019,3,43470,R209.S3,0,0,N,Lørenskog kommune,Hasselveien 6,Lørenskog,1471,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO012,N,N,N,45000000,45000.0,45200000---45214200,Y,5.0,1.0,5535234.85,5278598.33,5278598.33,N,OPE,0,M,N,1,4.0
2019,3,43472,R209.S3,0,0,N,Tinn kommune,Torget 1,Rjukan,3660,OUT  ,NO,NO,N,8,General public\services,N,N,N,W,NO034,N,N,N,45210000,45210.0,45110000---45111000---45211350---45214200---45300000---45310000---45315100---45330000---45331000---45332200---51900000---71240000,Y,5.0,1.0,0.1,0.1,0.1,N,NIC,0,M,N,1,1.0
2019,6,43469,R209.S3,0,0,N,Hias IKS,Sandvikavegen 136,Ottestad,2312,OUT  ,NO,NO,N,4,Water,N,N,N,W,NO021,N,N,N,45000000,45000.0,,N,5.0,1.0,14581473.96,14581473.96,14581473.96,N,RES,0,L,N,1,2.0
2020,6,43833,R209.S3,0,0,N,Bane NOR SF,Postboks 4350,Hamar,2308,OUT  ,NO,NO,N,4,Railway services,N,N,N,W,NO033,N,N,N,45000000,45000.0,45234100,Y,5.0,1.0,,,,N,NIC,0,M,N,1,4.0
2020,3,43833,R209.S3,0,0,N,Nærøy Kommune,idrettsvegen 1,Kolvereid,7970,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO062,N,N,N,45212225,45212.0,45212200---45212212---71240000---71241000---71242000---71320000,N,5.0,1.0,18359010.71,18359010.71,18359010.71,N,OPE,0,M,N,1,3.0
2020,18,43836,R208.S4,0,1,,The Norwegian Defence Estates Agency,Grev Wedels plass 5,Oslo,0151,OUT  ,NO,NO,,1,Defence,N,,,W,,N,N,,45216200,45216.0,45222300---45230000---45231300---45233100---45233300---45340000---45421148,,5.0,,11657402.92,11657402.92,11657402.92,N,RES,0,L,,1,6.0
2020,3,43837,R209.S3,0,0,N,Statens vegvesen,Postboks 6706 Etterstad,Oslo,0609,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,6793615.85,6793615.85,6793615.85,N,OPE,0,L,N,1,3.0
2020,3,43837,R209.S3,0,0,N,Statsbygg,Biskop Gunnerus' gate 6,Oslo,0103,OUT  ,NO,NO,N,8,Other,N,N,N,W,NO06,N,N,N,45000000,45000.0,,Y,5.0,1.0,7008514.57,7008514.57,7008514.57,N,OPE,0,L,N,1,2.0
2020,3,43838,R209.S3,0,0,N,Kystverket,Finnesv. 14,Kabelvåg,8310,OUT  ,NO,NO,N,N,General public\services,N,N,N,W,NO071,N,N,N,45241000,45241.0,45112000---45240000---45244000---45252124,Y,5.0,1.0,10249416.85,10249416.85,10249416.85,N,OPE,0,L,N,1,3.0
2021,3,44201,R209.S3,0,0,N,Hobrå Eiendom AS,Trondheimsvegen 65,Jessheim,2050,OUT  ,NO,NO,N,8,Housing and community amenities,N,N,N,W,NO012,N,N,N,45100000,45100.0,45232000---45233000,N,5.0,1.0,4221069.93,4221069.93,4221069.93,N,OPE,0,L,N,1,2.0
2021,3,44201,R209.S3,0,0,N,Kristiansund kommune,Kaibakken 2,Kristiansund N,6509,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO053,N,N,N,45000000,45000.0,71000000,N,5.0,1.0,7871459.07,7871459.07,7871459.07,N,OPE,0,M,N,1,3.0
2021,3,44201,R209.S3,0,0,N,Helse Sør-Øst RHF,,Oslo,,OUT  ,NO,NO,N,1,Health,N,N,N,W,NO032,N,N,N,45231510,45231.0,71240000,N,5.0,1.0,796520.13,796520.13,796520.13,N,NIC,0,M,N,1,2.0
2021,6,44201,R209.S3,0,0,N,Trondheim kommune,Erling Skakkes gate 14,Trondheim,7004,OUT  ,NO,NO,N,4,Other,N,N,N,W,NO061,N,N,N,45000000,45000.0,,N,5.0,1.0,621756.71,621756.71,621756.71,N,OPE,0,M,N,1,2.0
2022,3,44559,R209.S5,0,0,N,NORDRE FOLLO KOMMUNE,Idrettsveien 8,SKI,1400,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO082,N,N,N,45214200,45214.0,71240000---71241000---71242000,N,5.0,1.0,16037753.49,16037753.49,16037753.49,N,NIC,0,M,N,1,4.0
2023,6,44924,R209.S5,0,0,N,Bane NOR SF,Postboks 4350,Hamar,2308,,NO,,N,4,Railway services,N,N,N,W,NO08,N,N,N,45234100,,45234116---45234121,Y,,1.0,9656640.26,9656640.26,9656640.26,N,NIC,0,M,N,1,1.0
2023,3,44926,R209.S5,0,0,N,Rogaland Fylkeskommune,Arkitekt Eckhoffsgate 1,Stavanger,4010,,NO,,N,3,General public\services,N,N,N,W,NO0A1,N,N,N,45000000,,45220000---45233320,Y,,1.0,6475369.61,6475369.61,6475369.61,N,OPE,0,M,N,1,4.0
2018,3,43109,R209.S2,0,0,N,Porsgrunn kommune. Bygg og eiendomsdrift,Postboks 128,Porsgrunn,3901,OUT  ,NO,NO,N,R,General public\services,N,N,N,W,"NO034,NO",N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,15344044.18,15344044.18,15344044.18,N,OPE,0,L,N,1,3.0
2018,6,43109,R209.S2,0,0,N,"Oslo kommune, Vann- og avløpsetaten",Herslebs gate 5,Oslo,0506,OUT  ,NO,NO,N,4,Water,N,N,N,W,NO,N,N,N,45330000,45330.0,45331000---45331200---45332200---45332300---45343230,Y,5.0,1.0,11784179.21,11784179.21,11784179.21,N,NIC,0,M,N,1,3.0
2018,6,43115,R209.S2,0,0,N,Statnett SF,Postboks 4904 Nydalen,Oslo,0423,OUT  ,NO,NO,N,4,Electricity,N,N,N,W,NO04,N,N,N,45231400,45231.0,45315400,Y,5.0,1.0,22929035.79,22929035.79,22929035.79,N,NIC,0,M,N,1,5.0
2018,3,43116,R209.S2,0,0,N,Bjørvika Infrastruktur AS,Dronning Eufemiasgt 16,Oslo,0191,OUT  ,NO,NO,N,8,Other,N,N,N,W,NO011,N,N,N,45233300,45233.0,45233320---45233330---45233340---45231300---45233252---45233262---45262310,N,5.0,1.0,6201382.65,6201382.65,6201382.65,N,RES,0,L,N,1,5.0
2018,3,43120,R209.S2,0,0,N,Hordaland fylkeskommune,postboks 7900,Bergen,5020,OUT  ,NO,NO,N,3,Education,N,N,N,W,NO051,N,N,N,45000000,45000.0,,Y,5.0,1.0,2299234.8,2299234.8,2299234.8,N,OPE,0,L,N,1,7.0
2018,18,43120,R208.S3,0,0,,Forsvarsbygg [The Norwegian Defence Estates Agency],Postboks 405 Sentrum,Oslo,0103,OUT  ,NO,NO,,N,Defence,N,,,W,,N,N,,45216200,45216.0,45000000---45210000---45223500---45300000---45315100---45351000---45233000---45421148---45231300---45342000---45112600,,5.0,1.0,5026829.9,5026829.9,5026829.9,N,NIP,0,M,N,1,4.0
2018,3,43125,R209.S2,0,0,N,Omsorgsbygg Oslo KF,Postboks 2773 Solli,Oslo,0201,OUT  ,NO,NO,N,8,General public\services,N,N,N,W,NO,N,N,N,45000000,45000.0,45000000---45210000,Y,5.0,1.0,4063558.22,4063558.22,4063558.22,N,OPE,0,M,N,1,2.0
2018,3,43133,R209.S2,0,0,N,Øvre Romerike Innkjøpssamarbeid,Tunvegen 17,Gardemoen,2060,OUT  ,NO,NO,N,R,General public\services,N,N,N,W,NO012,N,N,N,45112720,45112.0,,Y,5.0,1.0,6772597.03,6772597.03,6772597.03,N,NIC,0,M,N,1,3.0
2018,3,43134,R209.S2,0,0,N,Statsbygg Hovedkontor,Postbok 8106 Dep. (Biskop Gunnerusgt. 6),Oslo,0032,OUT  ,NO,NO,N,6,Other,N,N,N,W,NO,N,N,N,45000000,45000.0,,N,5.0,1.0,4905494.97,4905494.97,4905494.97,N,OPE,0,L,N,1,1.0
2018,3,43139,R209.S2,0,0,N,Statens vegvesen Region vest,Pb 43,Leikanger,6861,OUT  ,NO,NO,N,1,Other,N,N,N,W,NO052,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,3038714.85,3038714.85,3038714.85,N,OPE,0,L,N,1,4.0
2018,3,43140,R209.S2,0,0,N,Statens vegvesen Region sør,Postboks 723 Stoa,Arendal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,6666464.7,6666464.7,6666464.7,N,OPE,0,L,N,1,13.0
2018,3,43140,R209.S2,0,0,N,Nesodden kommune,Tangenten,Nesoddtangen,1451,OUT  ,NO,NO,N,3,General public\services,N,N,N,S,NO,N,N,N,45330000,45330.0,45330000,N,5.0,1.0,475123.73,475123.73,475123.73,N,OPE,0,M,N,1,3.0
2018,6,43147,R209.S2,0,0,N,Karmsund Havn Iks,Postboks 186,Haugesund,5501,OUT  ,NO,NO,N,4,Port-related activities,N,N,N,W,NO,N,N,N,45000000,45000.0,45000000,N,5.0,1.0,4748374.06,4748374.06,4748374.06,N,OPE,0,L,N,1,3.0
2018,3,43152,R209.S2,0,0,N,"Orkdal kommune, Tekniske tjenester","Allfarveien 5, Postboks 83",Orkanger,7301,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO061,N,N,N,45232000,45232.0,45232000,N,5.0,1.0,1584888.88,1584888.88,1584888.88,N,NIC,0,M,N,1,5.0
2018,3,43154,R209.S2,0,0,N,Kristiansund kommune,Kaibakken 2,Kristiansund N,6509,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO053,N,N,N,45214100,45214.0,71240000,N,5.0,1.0,7021350.14,7021350.14,7021350.14,N,OPE,0,L,N,1,4.0
2018,6,43157,R209.S2,0,0,N,Hordaland fylkeskommune,Postboks 7900,Bergen,5020,OUT  ,NO,NO,N,4,Other,N,N,N,W,NO051,N,N,N,45000000,45000.0,45220000---45100000---45221240---45234100---45234129---45262300,Y,5.0,1.0,,,,N,NIC,0,M,N,1,4.0
2018,3,43160,R209.S2,0,0,N,Statens vegvesen,Postboks 8142 Dep,Oslo,0033,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO01,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,6467565.93,6467565.93,6467565.93,N,OPE,0,L,N,1,7.0
2019,3,43474,R209.S3,0,0,Y,Møre og Romsdal fylkeskommune---Statens vegvesen,Postboks 2500---Postboks 8142 Dep,Molde---Oslo,6404---0033,OUT  ,NO,NO,N,1,General public\services,Y,Y,N,W,NO053,N,N,N,45000000,45000.0,44212100---45221111---45221241---45221247---45233120,Y,5.0,1.0,282966107.34,282966107.34,282966107.34,N,OPE,0,M,N,1,4.0
2019,3,43476,R209.S3,0,0,N,Statens vegvesen,Postboks 6706 Etterstad,Oslo,0609,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO061,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,6569028.43,6569028.43,6569028.43,N,OPE,0,L,N,1,2.0
2019,22,43476,R209.S3,0,0,N,Trondheim kommune,Postboks 2300 Torgarden,Trondheim,7004,OUT  ,NO,NO,N,4,Water,N,N,N,S,NO061,N,N,,45231300,45231.0,,,5.0,1.0,2822019.88,2822019.88,2822019.88,N,NIC,0,,,1,6.0
2019,6,43479,R209.S3,0,0,N,Avinor AS,PB 150,Gardermoen,2061,OUT  ,NO,NO,N,4,Airport-related activities,N,N,N,W,NO073,N,N,N,45213331,45213.0,45210000---45213330---45223310---45300000---45310000---45330000---45331000---45400000,Y,5.0,1.0,6915978.93,6915978.93,6915978.93,N,NIC,0,,N,1,4.0
2019,3,43480,R209.S3,0,0,N,Statens vegvesen,Postboks 6706 Etterstad,Oslo,0609,OUT  ,NO,NO,N,1,Other,N,N,N,W,NO051,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,23020668.35,23020668.35,23020668.35,N,OPE,0,L,N,1,3.0
2019,3,43483,R209.S3,0,0,N,Oslo kommune v/ Omsorgsbygg Oslo KF,Postboks 6391 Etterstad,Oslo,0604,OUT  ,NO,NO,N,R,Other,N,N,N,W,NO011,N,N,N,45000000,45000.0,45111000---45210000---45215140---45215141---45233000---45233100,Y,5.0,1.0,131964958.23,131964958.23,131964958.23,N,NIC,0,M,N,1,3.0
2019,3,43483,R209.S3,0,0,N,Lørenskog kommune,Hasselveien 6,Lørenskog,1471,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO012,N,N,N,45000000,45000.0,45112714,Y,5.0,1.0,6192201.89,6192201.89,6192201.89,N,NIC,0,M,N,1,4.0
2019,3,43483,R209.S3,0,0,N,Vadsø kommunale eiendomsselskap KF,Rådhusgata 5,Vadsø,9800,OUT  ,NO,NO,N,6,General public\services,N,N,N,S,NO073,N,N,N,45000000,45000.0,45000000,N,5.0,1.0,88315.01,88315.01,88315.01,N,OPE,0,L,N,1,3.0
2019,3,43494,R209.S3,0,0,N,Bergen Kommune,Serviceboks 7880,Bergen,5020,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO051,N,N,N,45210000,45210.0,45215213---71240000---71320000---71322000,Y,5.0,1.0,35865496.44,40976845.23,40976845.23,N,NIC,0,M,N,1,4.0
2019,3,43494,R209.S3,0,0,N,Bergen Kommune,Serviceboks 7880,Bergen,5020,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO051,N,N,N,45210000,45210.0,45214200---71240000---71320000,Y,5.0,1.0,28176696.61,28176696.61,28176696.61,N,NIC,0,M,N,1,5.0
2019,3,43494,R209.S3,0,0,N,Statsbygg Hovedkontor,Postbok 8106 Dep. (Biskop Gunnerusgt. 6),Oslo,0032,OUT  ,NO,NO,N,6,Other,N,N,N,W,NO,N,N,N,45000000,45000.0,,Y,5.0,1.0,7876997.39,7876997.39,7876997.39,N,OPE,0,L,N,1,4.0
2019,3,43494,R209.S3,0,0,N,Statens vegvesen Region sør,Postboks 723,Arendal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,15444393.62,15444393.62,15444393.62,N,OPE,0,L,N,1,1.0
2019,3,43498,R209.S3,0,0,N,Prosjektutvikling Midt-Norge AS,Vestre Rosten 85,Tiller,7075,OUT  ,NO,NO,N,8,Other,N,N,N,W,NO061,N,N,N,45000000,45000.0,45000000---71000000,Y,5.0,1.0,7298677.31,7298677.31,7298677.31,N,NIC,0,M,N,1,5.0
2019,3,43498,R209.S3,0,0,N,Statens vegvesen Region sør,Postboks 723,Arendal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO,N,N,N,45000000,45000.0,14213200,Y,5.0,1.0,4205935.58,4205935.58,4205935.58,N,OPE,0,L,N,1,4.0
2019,3,43502,R209.S3,0,0,N,Statens vegvesen Region sør,Postboks 723,Arendal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,,N,N,,45233223,45233.0,,,5.0,8.0,32665398.48,32665398.48,32665398.48,,OPE,0,,N,8,2.0
2019,3,43502,R209.S3,0,0,N,Statens vegvesen Region sør,Postboks 723,Arendal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,,N,N,,45233223,45233.0,,,5.0,8.0,32665398.48,32665398.48,32665398.48,,OPE,0,,N,8,3.0
2019,3,43502,R209.S3,0,0,N,Statens vegvesen Region sør,Postboks 723,Arendal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,,N,N,,45233223,45233.0,,,5.0,8.0,32665398.48,32665398.48,32665398.48,,OPE,0,,N,8,4.0
2019,3,43502,R209.S3,0,0,N,Statens vegvesen Region sør,Postboks 723,Arendal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,,N,N,,45233223,45233.0,,,5.0,6.0,13517152.3,13517152.3,13517152.3,,OPE,0,,N,6,4.0
2019,3,43502,R209.S3,0,0,N,Statens vegvesen Region sør,Postboks 723,Arendal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,,N,N,,45233223,45233.0,,,5.0,6.0,13517152.3,13517152.3,13517152.3,,OPE,0,,N,6,3.0
2019,3,43502,R209.S3,0,0,N,Statens vegvesen Region sør,Postboks 723,Arendal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,,N,N,,45233223,45233.0,,,5.0,6.0,13517152.3,13517152.3,13517152.3,,OPE,0,,N,6,2.0
2019,3,43502,R209.S3,0,0,N,Forsvarsbygg,Grev Wedels plass 5,Oslo,0151,OUT  ,NO,NO,N,1,Defence,N,N,N,W,NO061,N,N,N,45210000,45210.0,45111100---45261000---45261300---45262650---45262700---45323000---45331000---45421000---45421131---45421132---45421160---45432200---45442100---45443000---45453100---90911200,Y,5.0,1.0,2037808.11,2037808.11,2037808.11,N,OPE,0,L,N,1,2.0
2019,3,43502,R209.S3,0,0,N,Statens vegvesen Region sør,Postboks 723,Arendal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,S,NO,N,N,N,45233141,45233.0,45233141,Y,5.0,1.0,20514840.58,20514840.58,20514840.58,N,OPE,0,L,N,1,3.0
2019,3,43502,R209.S3,0,0,N,Statens vegvesen,Postboks 8142 Dep,Oslo,0033,OUT  ,NO,NO,N,1,General public\services,N,N,N,S,NO,N,N,N,45233141,45233.0,45233141,N,5.0,1.0,81379642.88,81379642.88,81379642.88,N,OPE,0,L,N,1,4.0
2019,6,43502,R209.S3,0,0,N,Hias IKS,Sandvikavegen 136,Ottestad,2312,OUT  ,NO,NO,N,4,Water,N,N,N,W,NO021,N,N,N,45000000,45000.0,44160000,N,5.0,1.0,3442535.76,3442535.76,3442535.76,N,RES,0,L,N,1,2.0
2019,3,43503,R209.S3,0,0,N,Statens vegvesen Region sør,Postboks 723,Arendal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,5267779.94,5267779.94,5267779.94,N,OPE,0,L,N,1,5.0
2019,3,43503,R209.S3,0,0,N,Statens vegvesen,Postboks 8142 Dep,Oslo,0033,OUT  ,NO,NO,N,1,General public\services,N,N,N,S,NO,N,N,N,45233141,45233.0,45233141,Y,5.0,1.0,47084246.02,47084246.02,47084246.02,N,OPE,0,L,N,1,2.0
2019,3,43503,R209.S3,0,0,N,Statens vegvesen Region sør,Postboks 723,Arenndal,4808,OUT  ,NO,NO,N,1,General public\services,N,N,N,S,NO,N,N,N,45233141,45233.0,34993000---50000000---65320000,Y,5.0,1.0,2533882.41,2533881.5,2533881.5,N,OPE,0,L,N,1,3.0
2019,3,43504,R209.S3,0,0,N,Statens vegvesen,Postboks 8142 Dep,Oslo,0033,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO052,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,8826259.15,8826259.15,8826259.15,N,OPE,0,L,N,1,5.0
2019,3,43504,R209.S3,0,0,N,Røros kommune,Abakus AS; Postboks 128,Engerdal,2440,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO061,N,N,N,45000000,45000.0,45200000,N,5.0,1.0,24870319.05,24870319.05,24870319.05,N,NIC,0,L,N,1,3.0
2019,3,43508,R209.S3,0,0,N,Statens vegvesen,Postboks 6706 Etterstad,Oslo,0609,OUT  ,NO,NO,N,1,General public\services,N,N,N,S,NO,N,N,N,45000000,45000.0,45233141,Y,5.0,1.0,1281539.63,1281539.63,1281539.63,N,NOC,0,L,N,1,1.0
2019,3,43508,R209.S3,0,0,N,Øvre Romerike Innkjøpssamarbeid,Furusetgt 12,Jessheim,2050,OUT  ,NO,NO,N,R,General public\services,N,N,N,W,NO012,N,N,N,45214200,45214.0,45210000---45400000---45453000---45453100,Y,5.0,1.0,253778.77,25377876.58,25377876.58,N,NIC,0,M,N,1,3.0
2019,3,43511,R209.S3,0,0,N,Verdal Kommune,Johannes Bruns gate 2,Verdal,7651,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO062,N,N,N,45000000,45000.0,45210000---45215000---71000000---71240000---71242000,Y,5.0,1.0,39589487.47,39589487.47,39589487.47,N,NIC,0,M,N,1,3.0
2019,3,43515,R209.S3,0,0,N,Statens vegvesen,Postboks 6706 Etterstad,Oslo,0609,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO061,N,N,N,45000000,45000.0,45221247---45233120,Y,5.0,1.0,23103929.51,23103929.51,23103929.51,N,OPE,0,L,N,1,6.0
2019,3,43516,R209.S3,0,0,N,Statsbygg Hovedkontor,Postbok 8106 Dep. (Biskop Gunnerusgt. 6),Oslo,0032,OUT  ,NO,NO,N,6,Other,N,N,N,W,NO,N,N,N,45000000,45000.0,,Y,5.0,1.0,126889.38,126889.38,126889.38,N,OPE,0,L,N,1,1.0
2019,3,43516,R209.S3,0,0,N,Statsbygg Hovedkontor,Postbok 8106 Dep. (Biskop Gunnerusgt. 6),Oslo,0032,OUT  ,NO,NO,N,6,Other,N,N,N,W,NO,N,N,N,45000000,45000.0,,Y,5.0,1.0,40604.6,40604.6,40604.6,N,OPE,0,L,N,1,1.0
2019,3,43516,R209.S3,0,0,N,Statsbygg Hovedkontor,Postbok 8106 Dep. (Biskop Gunnerusgt. 6),Oslo,0032,OUT  ,NO,NO,N,6,Other,N,N,N,W,NO,N,N,N,45000000,45000.0,,Y,5.0,1.0,29438.34,29438.34,29438.34,N,OPE,0,L,N,1,1.0
2019,3,43519,R209.S3,0,0,N,Bergen Kommune,Serviceboks 7880,Bergen,5020,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO051,N,N,N,45000000,45000.0,44211100---45214200---98392000,Y,5.0,1.0,1350812.4,1350812.4,1350812.4,N,OPE,0,M,N,1,3.0
2019,6,43521,R209.S3,0,0,N,Rana kommune,Pb. 173,Mo i Rana,8601,OUT  ,NO,NO,N,4,Water,N,N,N,W,NO071,N,N,N,45230000,45230.0,45232000---45232150---45232152,Y,5.0,1.0,1948666.24,1948666.24,1948666.24,N,OPE,0,L,N,1,1.0
2020,3,43839,R209.S3,0,0,N,Verdal Kommune,Johannes Bruns gate 2,Verdal,7651,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO062,N,N,N,45214200,45214.0,45111000---45262690---45310000---45330000---45420000---45453100,Y,5.0,1.0,12123699.03,12123699.03,12123699.03,N,OPE,0,L,N,1,3.0
2020,3,43839,R209.S3,0,0,N,Drammen Kommune,Engene 1,Drammen,3008,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO032,N,N,N,45000000,45000.0,45110000---45111210---45200000---45300000---45311000---45331000,N,5.0,1.0,8673107.77,8673107.77,8673107.77,N,OPE,0,L,N,1,5.0
2020,3,43844,R209.S3,0,0,N,Tysnes kommune,"Uggdalsvegen 301, Tysnes",Uggdal,5685,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO051,N,N,N,45214200,45214.0,45000000---45214210,N,5.0,1.0,6524246.93,6524246.93,6524246.93,N,NIC,0,M,N,1,4.0
2020,3,43848,R209.S3,0,0,N,Nordreisa kommune,Postboks 174,Storslett,9156,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO072,N,N,N,45000000,45000.0,45200000---45220000,N,5.0,1.0,3609244.41,3609244.41,3609244.41,N,OPE,0,M,N,1,10.0
2020,3,43853,R209.S3,0,0,N,Sykehusinnkjøp HF,,Vadsø,,OUT  ,NO,NO,N,6,Health,Y,N,Y,W,NO052,N,N,N,45215100,45215.0,,Y,5.0,1.0,64479427.02,64479427.02,64479427.02,N,NIC,0,M,N,1,2.0
2020,3,43854,R209.S3,0,0,N,Nittedal Kommune,Postboks 63,Hagan,1482,OUT  ,NO,NO,N,R,General public\services,N,N,N,W,NO012,N,N,N,45233125,45233.0,45233120,Y,5.0,1.0,9325922.33,9325922.33,9325922.33,N,OPE,0,M,N,1,5.0
2020,3,43853,R209.S3,0,0,N,Norges vassdrags- og energidirektorat (NVE),Middelthunsgate 29,Oslo,0368,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO022,N,N,N,45230000,45230.0,45240000---71300000---71500000---71540000,Y,5.0,1.0,332996.98,332996.98,332996.98,N,OPE,0,M,N,1,7.0
