YEAR,ID_TYPE,DT_DISPATCH,XSD_VERSION,CANCELLED,CORRECTIONS,B_MULTIPLE_CAE,CAE_NAME,CAE_ADDRESS,CAE_TOWN,CAE_POSTAL_CODE,CAE_GPA_ANNEX,ISO_COUNTRY_CODE,ISO_COUNTRY_CODE_GPA,B_MULTIPLE_COUNTRY,CAE_TYPE,MAIN_ACTIVITY,B_ON_BEHALF,B_INVOLVES_JOINT_PROCUREMENT,B_AWARDED_BY_CENTRAL_BODY,TYPE_OF_CONTRACT,TAL_LOCATION_NUTS,B_FRA_AGREEMENT,B_FRA_CONTRACT,B_DYN_PURCH_SYST,CPV,MAIN_CPV_CODE_GPA,ADDITIONAL_CPVS,B_GPA,GPA_COVERAGE,LOTS_NUMBER,VALUE_EURO,VALUE_EURO_FIN_1,VALUE_EURO_FIN_2,B_EU_FUNDS,TOP_TYPE,OUT_OF_DIRECTIVES,CRIT_CODE,B_ELECTRONIC_AUCTION,NUMBER_AWARDS,NUMBER_OFFERS
2020,18,43965,R208.S4,0,0,,Statsbygg,Biskop Gunnerus' gate 6,Oslo,0103,OUT  ,NO,NO,,6,Other,N,,,W,,N,N,,45000000,45000.0,45100000---45200000,,5.0,,51292572.84,51292572.84,51292572.84,N,NIP,0,M,N,1,2.0
2020,3,43966,R209.S3,0,0,N,Vestfold og Telemark fylkeskommune,Fylkesbakken 10,Skien,3715,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO034,N,N,N,45233100,45233.0,45112000---45213316---45231100---45231300---45232100---45233200---45236000,Y,5.0,1.0,3147525.74,3147525.74,3147525.74,N,OPE,0,L,N,1,7.0
2020,3,43967,R209.S3,0,0,N,Agder fylkeskommune,Tordenskjoldsgate 65,Kristiansand,4605,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,,N,N,,45000000,45000.0,,,5.0,2.0,5168066.83,5168066.83,5168066.83,,OPE,0,,N,2,3.0
2020,3,43967,R209.S3,0,0,N,Agder fylkeskommune,Tordenskjoldsgate 65,Kristiansand,4605,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,,N,N,,45000000,45000.0,,,5.0,2.0,5168066.83,5168066.83,5168066.83,,OPE,0,,N,2,2.0
2020,3,43967,R209.S3,0,0,N,Brønnøy kommune,Rådhuset,Brønnøysund,8905,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO071,N,N,N,45000000,45000.0,,Y,5.0,1.0,8113552.43,8113552.43,8113552.43,N,OPE,0,L,N,1,4.0
2020,3,43969,R209.S3,0,0,N,Kystverket,Postboks 1502,Ålesund,6025,OUT  ,NO,NO,N,N,General public\services,N,N,N,W,NO034,N,N,N,45252124,45252.0,45112400---45240000---45241000---45244000,N,5.0,1.0,6243277.8,6243277.8,6243277.8,N,OPE,0,L,N,1,1.0
2020,18,43970,R208.S4,0,0,,Statsbygg,Biskop Gunnerus' gate 6,Oslo,0103,OUT  ,NO,NO,,6,Other,N,,,W,,N,N,,45000000,45000.0,45200000---45210000---45220000---45300000---45400000,,5.0,,107248106.84,107248106.84,107248106.84,N,NIP,0,M,N,1,2.0
2020,3,43978,R209.S3,0,0,N,Gamvik-Nordkyn Havn KF,Værveien 15,Mehamn,9770,OUT  ,NO,NO,N,8,General public\services,N,N,N,W,NO073,N,N,N,45244000,45244.0,45112400---45241000---45244100---45244200,Y,5.0,1.0,0.09,0.09,0.09,N,OPE,0,M,N,1,4.0
2020,3,43978,R209.S3,0,0,N,Bergen Kommune,Serviceboks 7880,Bergen,5020,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO051,N,N,N,45111100,45111.0,45000000---45111000---45210000,Y,5.0,1.0,1075633.23,1075633.23,1075633.23,N,OPE,0,L,N,1,4.0
2020,6,43977,R209.S3,0,0,N,Arendal Kommune,Postboks 123,Grimstad,4891,OUT  ,NO,NO,N,4,Water,N,N,N,W,NO041,N,N,N,45232100,45232.0,45000000---45220000---45232150---45240000,Y,5.0,1.0,10748281.7,10748281.7,10748281.7,N,OPE,0,M,N,1,5.0
2020,3,43980,R209.S3,0,0,N,Lørenskog kommune,Hasselveien 6,Lørenskog,1471,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO012,N,N,N,45000000,45000.0,45214000---45214100---45214200,Y,5.0,1.0,28630581.56,28630581.56,28630581.56,N,OPE,0,M,N,1,3.0
2020,3,43980,R209.S3,0,0,N,Statens vegvesen,Postboks 1010 Nordre Ål,Lillehammer,2605,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,,N,N,,45233223,45233.0,,,5.0,3.0,4379457.14,4379457.14,4379457.14,,OPE,0,,N,3,3.0
2020,3,43985,R209.S3,0,0,N,Bodø kommune,"Kongens gate 23, Postboks 319",Bodø,8001,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,"NO071,NO011",N,N,N,45000000,45000.0,71000000,N,5.0,1.0,670198.08,670198.08,670198.08,N,OPE,0,M,N,1,1.0
2020,6,43985,R209.S3,0,0,N,Avinor AS,PB 150,Gardermoen,2061,OUT  ,NO,NO,N,4,Airport-related activities,N,N,N,W,NO,N,N,N,45235100,45235.0,45235000,Y,5.0,1.0,,,,N,NIC,0,,N,1,5.0
2020,3,43987,R209.S3,0,0,N,Kristiansand Havn KF,"Gravane 4, Postboks 114",Kristiansand S,4662,OUT  ,NO,NO,N,R,Other,N,N,N,W,NO042,N,N,N,45241100,45241.0,34931000---34953100---45241000,Y,5.0,1.0,3891376.23,3891376.23,3891376.23,N,OPE,0,M,N,1,2.0
2020,6,43987,R209.S3,0,0,N,Bybanen Utbygging,Postboks 7900,Bergen,5020,OUT  ,NO,NO,N,4,Other,N,N,N,W,NO051,N,N,N,45000000,45000.0,31710000---45210000---45300000---45310000---45330000---45331210,Y,5.0,1.0,,,,N,NIC,0,,N,1,2.0
2020,6,43990,R209.S3,0,0,N,Bybanen Utbygging,postboks 7900,Bergen,5020,OUT  ,NO,NO,N,4,Other,N,N,N,W,NO051,N,N,N,45000000,45000.0,45220000---45221240---45234125---45262300---45421131---45441000---45450000,Y,5.0,1.0,,,,N,NIC,0,M,N,1,3.0
2020,3,43995,R209.S3,0,0,N,Helse Sør-Øst RHF,,Hamar,,OUT  ,NO,NO,N,1,Health,N,N,N,W,NO032,N,N,N,45330000,45330.0,42997000---45200000---45215140---45220000---45351000,N,5.0,1.0,1536445.7,1536445.7,1536445.7,N,OPE,0,L,N,1,4.0
2020,3,43997,R209.S3,0,0,N,Nye Veier AS,Tangen 76,Kristiansand S,4608,OUT  ,NO,NO,N,N,Other,N,N,N,W,"NO02,NO",N,N,N,45000000,45000.0,45100000---45233139---63712200---71000000---71240000---71250000---71311220---71313450---71320000---71322000---71322500---71400000---71420000---77200000,Y,5.0,1.0,438318349.68,438318349.68,438318349.68,N,NIC,0,M,N,1,3.0
2020,3,43998,R209.S3,0,0,N,Forsand Kommune,Kommunehuset,Forsand,4110,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO043,N,N,N,45232340,45232.0,45232332---64212000---71316000,Y,5.0,1.0,186518.45,186518.45,186518.45,N,OPE,0,M,N,1,1.0
2020,3,43999,R209.S3,0,0,N,Bergen Kommune,Serviceboks 7880,Bergen,5020,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO05,N,N,N,45233000,45233.0,34922100---34993000---45233120---45233140,Y,5.0,1.0,382769.43,382769.43,382769.43,N,OPE,0,L,N,1,6.0
2020,3,43999,R209.S3,0,0,N,Helse Sør-Øst RHF,,Hamar,,OUT  ,NO,NO,N,1,Health,N,N,N,W,NO032,N,N,N,45262300,45262.0,45223210---45262210---45262211,N,5.0,1.0,34736805.22,34736805.22,34736805.22,N,OPE,0,L,N,1,4.0
2020,3,44000,R209.S3,0,0,N,Helse Sør-Øst RHF,,Hamar,,OUT  ,NO,NO,N,1,Health,N,N,N,W,NO032,N,N,N,45233128,45233.0,45231300---45233162---45233300---45316000,N,5.0,1.0,1277290.03,1277290.03,1277290.03,N,OPE,0,M,N,1,5.0
2020,3,44001,R209.S3,0,0,N,Vestfold og Telemark fylkeskommune,Fylkesbakken 10,Skien,3715,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO03,N,N,N,45233222,45233.0,45000000---45233220,Y,5.0,1.0,3886249.58,3886249.58,3886249.58,N,OPE,0,L,N,2,4.0
2020,3,44006,R209.S3,0,0,N,Sykehusinnkjøp HF,Postboks 40,Vadsø,9811,OUT  ,NO,NO,N,6,Health,Y,N,Y,W,NO06,N,N,N,45213000,45213.0,42141200---45213200---45213220---70310000,N,5.0,1.0,20610288.36,20610288.36,20610288.36,N,NIC,0,L,N,1,5.0
2020,3,44006,R209.S3,0,0,N,Kystverket,Postboks 1502,Ålesund,6025,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO053,N,N,N,45000000,45000.0,,N,5.0,1.0,176201.9,176201.9,176201.9,N,OPE,0,L,N,1,3.0
2020,3,44007,R209.S3,0,0,N,Ringerike Kommune,Osloveien 1 Rådhuset,Hønefoss,3511,OUT  ,NO,NO,N,3,Education,N,N,N,W,NO032,N,N,N,45000000,45000.0,71000000,Y,5.0,1.0,18651844.67,18651844.67,18651844.67,N,NIC,0,M,N,1,3.0
2020,3,44008,R209.S3,0,0,N,Innlandet fylkeskommune,Postboks 4404 Bedriftssenteret,Hamar,2325,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO02,N,N,N,45111230,45111.0,45233141---45233142---45233210---45233222---45233251---45233300,N,5.0,1.0,6034937.52,6034937.52,6034937.52,N,OPE,0,L,N,1,3.0
2020,3,44011,R209.S3,0,0,N,Troms og finnmark fylkeskommune,Strandvegen 13,Tromsø,9007,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO072,N,N,N,45311000,45311.0,50116100---50532100---50711000---65320000,N,5.0,1.0,3203339.71,3203339.71,3203339.71,N,OPE,0,L,N,1,4.0
2020,3,44013,R209.S3,0,0,N,Ulstein Eigedomsselskap KF,Postboks 143,Ulsteinvik,6067,OUT  ,NO,NO,N,R,General public\services,N,N,N,W,NO053,N,N,N,45000000,45000.0,45214200---45214210,Y,5.0,1.0,5595553.4,5035998.06,5035998.06,N,OPE,0,M,N,1,5.0
2020,3,44014,R209.S3,0,0,N,Øksnes Kommune,Storgata 27,Myre,8430,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO071,N,N,N,45000000,45000.0,,Y,5.0,1.0,5236198.29,5236198.29,5236198.29,N,OPE,0,M,N,1,3.0
2020,6,44014,R209.S3,0,0,N,Ullensaker kommune,Postboks 470,Jessheim,2051,OUT  ,NO,NO,N,4,Other,N,N,N,W,NO012,N,N,N,45252000,45252.0,42996000---48921000---71320000,Y,5.0,1.0,19659897.41,19659897.41,19659897.41,N,COD,0,M,N,1,1.0
2020,3,44019,R209.S3,0,0,N,Oslo kommune v/ Boligbygg Oslo KF,Postboks 1192 Sentrum,Oslo,0107,OUT  ,NO,NO,N,3,Housing and community amenities,N,N,N,W,NO011,N,N,N,45000000,45000.0,45112700---45331000---45443000,Y,5.0,1.0,9034191.91,9034191.91,9034191.91,N,OPE,0,M,N,1,8.0
2020,3,44019,R209.S3,0,0,N,Bodø kommune,"Kongens gate 23, Postboks 319",Bodø,8001,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,"NO071,NO011",N,N,N,45000000,45000.0,71000000,N,5.0,1.0,334217.74,334217.74,334217.74,N,OPE,0,M,N,1,3.0
2020,3,44021,R209.S3,0,0,N,Sandnes kommune,Rådhusgata 1,Sandnes,4306,OUT  ,NO,NO,N,R,General public\services,N,N,N,W,NO043,N,N,N,45000000,45000.0,45110000---45210000---45214000---45214200---45214210---45300000---45332000---45400000,Y,5.0,1.0,6651951.36,6651951.36,6651951.36,N,OPE,0,L,N,1,6.0
2020,3,44022,R209.S3,0,0,N,UiT Norges arktiske universitet,Postboks 6050 Langnes,Tromsø,9037,OUT  ,NO,NO,N,N,Education,N,N,N,W,NO072,N,N,N,45262210,45262.0,45262300---45310000---45330000---45421000---45421100---45422000---45430000---45440000---45441000---45442100---45453100,Y,5.0,1.0,4513746.41,4513746.41,4513746.41,N,OPE,0,M,N,1,6.0
2020,3,44026,R209.S3,0,0,N,Sula Kommune,Sloghaugvegen 13,Langevåg,6030,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO053,N,N,N,45214200,45214.0,45100000---45262210---45300000---45310000---45330000---45400000---45420000---45430000---45443000,Y,5.0,1.0,18651844.67,18651844.67,18651844.67,N,OPE,0,L,N,1,6.0
2020,6,44027,R209.S3,0,0,N,Bane NOR SF,Postboks 4350,Hamar,2308,OUT  ,NO,NO,N,4,Railway services,N,N,N,W,NO,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,,,,N,AWP,1,M,N,1,2.0
2020,3,44035,R209.S3,0,0,N,Nordland Fylkeskommune,Prinsensgate 100,Bodø,8048,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO071,N,N,N,45233251,45233.0,14213200,N,5.0,3.0,94191815.57,6089866.08,6089866.08,N,OPE,0,L,N,3,1.0
2020,3,44035,R209.S3,0,0,N,Nordland Fylkeskommune,Prinsensgate 100,Bodø,8048,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO071,N,N,N,45233251,45233.0,14213200,N,5.0,3.0,94191815.57,6089866.08,6089866.08,N,OPE,0,L,N,3,2.0
2020,3,44036,R209.S3,0,0,N,Nordland Fylkeskommune,Prinsensgate 100,Bodø,8048,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO071,N,N,N,45233141,45233.0,50230000---63712200,N,5.0,1.0,28723840.79,28723840.79,28723840.79,N,OPE,0,L,N,1,5.0
2020,3,44036,R209.S3,0,0,N,Nordland fylkeskommune,Prinsensgate 100,Bodø,8048,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO071,N,N,N,45233141,45233.0,50230000---63712200,N,5.0,1.0,41966650.5,41966650.5,41966650.5,N,OPE,0,L,N,1,3.0
2020,3,44036,R209.S3,0,0,N,Insenti AS,Akersgata 45,Oslo,0158,OUT  ,NO,NO,N,8,Other,N,N,N,W,NO012,N,N,N,45000000,45000.0,45113000---45213150---45215222,N,5.0,1.0,83933301.0,83933301.0,83933301.0,N,OPE,0,M,N,1,3.0
2020,6,44036,R209.S3,0,0,N,Bane NOR SF,Postboks 4350,Hamar,2308,OUT  ,NO,NO,N,4,Railway services,N,N,N,W,"NO051,NO052,NO032",N,N,N,45221110,45221.0,45262300---45313100---45315100---45351000,Y,5.0,1.0,9605700.0,9605700.0,9605700.0,N,NIC,0,M,N,1,2.0
2020,3,44040,R209.S3,0,0,N,Statsbygg,Biskop Gunnerus' gate 6,Oslo,0103,OUT  ,NO,NO,N,8,Other,N,N,N,W,NO032,N,N,N,45000000,45000.0,,Y,5.0,1.0,18571977.1,18571977.1,18571977.1,N,OPE,0,L,N,1,5.0
2020,3,44040,R209.S3,0,0,N,Statsbygg,Biskop Gunnerus' gate 6,Oslo,0103,OUT  ,NO,NO,N,8,Other,N,N,N,W,NO032,N,N,N,45000000,45000.0,,Y,5.0,1.0,2587756.93,2587756.93,2587756.93,N,OPE,0,L,N,1,2.0
2020,3,44047,R209.S3,0,0,N,Bergen Kommune,Serviceboks 7880,Bergen,5020,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO051,N,N,N,45231300,45231.0,45000000---45112730---45231100---45232121---45232151---45233000---45233124---45233125---45233300,Y,5.0,1.0,1599481.48,1599481.48,1599481.48,N,OPE,0,L,N,1,5.0
2020,3,44048,R209.S3,0,0,N,Statsbygg,Biskop Gunnerus' gate 6,Oslo,0103,OUT  ,NO,NO,N,8,Other,N,N,N,W,NO071,N,N,N,45000000,45000.0,39132000,Y,5.0,1.0,10387092.08,10387092.08,10387092.08,N,COD,0,L,N,1,1.0
2020,3,44048,R209.S3,0,0,N,Rana Kommune,pb 173,Mo i Rana,8601,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO071,N,N,N,45000000,45000.0,45214210,N,5.0,1.0,14921475.73,14921475.73,14921475.73,N,OPE,0,M,N,1,5.0
2020,3,44048,R209.S3,0,0,N,Norges vassdrags-og Energidirektorat (NVE),Middelthunsgate 29,Oslo,0368,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO022,N,N,N,45200000,45200.0,45221110---45231300---45232152---45233000---45262300,Y,5.0,1.0,5489399.69,5489399.69,5489399.69,N,OPE,0,M,N,1,4.0
2020,3,44053,R209.S3,0,0,N,Bergen Kommune,Serviceboks 7880,Bergen,5020,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO051,N,N,N,45000000,45000.0,45100000---45210000---45212200---71240000---71320000,Y,5.0,1.0,2497912.49,2497912.49,2497912.49,N,OPE,0,M,N,1,4.0
2020,3,44055,R209.S3,0,0,N,Strand Kommune,Rådhusgata 2,Jørpeland,4126,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO043,N,N,N,45112400,45112.0,45112000---45112100---45112200---45112210---45112300---45112320---45112330---45223300---45231300---45233162---45233300---45262210---45262300---45314300---45314310,Y,5.0,1.0,1021900.25,836990.52,836990.52,N,OPE,0,L,N,1,3.0
2020,3,44056,R209.S3,0,0,N,Oslo kommune v/ Bymiljøetaten,Postboks 636 Løren,Oslo,0507,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO011,N,N,N,45233141,45233.0,45112730---45233000---45233121---45233129---45233139---45233140---45233142---45233210---45233220---45233300---45233310---45233320---71631480---90620000,Y,5.0,1.0,16765518.33,16765518.33,16765518.33,N,OPE,0,M,N,1,2.0
2020,3,44061,R209.S3,0,0,N,Agder Fylkeskommune,Postboks 788 Stoa,Arendal,4809,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,,N,N,,45000000,45000.0,,,5.0,2.0,4021074.16,4021074.16,4021074.16,,OPE,0,,N,2,2.0
2020,3,44067,R209.S3,0,0,N,Agder Fylkeskommune,Postboks 788 Stoa,Arendal,4809,OUT  ,NO,NO,N,3,Other,N,N,N,W,NO041,N,N,N,45000000,45000.0,45214200,Y,5.0,1.0,16826565.36,16826565.36,16826565.36,N,OPE,0,M,N,1,4.0
2020,3,44068,R209.S3,0,0,N,Nesodden kommune,Kongleveien 2,Nesoddtangen,1452,OUT  ,NO,NO,N,3,Other,N,N,N,W,,N,N,,45232420,45232.0,,,5.0,4.0,2611258.25,2611258.25,2611258.25,,OPE,0,,N,4,1.0
2020,3,44068,R209.S3,0,0,N,Nesodden kommune,Kongleveien 2,Nesoddtangen,1452,OUT  ,NO,NO,N,3,Other,N,N,N,W,,N,N,,45232420,45232.0,,,5.0,4.0,2611258.25,2611258.25,2611258.25,,OPE,0,,N,4,2.0
2020,3,44068,R209.S3,0,0,N,Nesodden kommune,Kongleveien 2,Nesoddtangen,1452,OUT  ,NO,NO,N,3,Other,N,N,N,W,,N,N,,45232420,45232.0,,,5.0,4.0,2611258.25,2611258.25,2611258.25,,OPE,0,,N,4,3.0
2020,3,44070,R209.S3,0,0,N,Helse Sør-Øst RHF,,Hamar,,OUT  ,NO,NO,N,1,Health,N,N,N,W,NO032,N,N,N,45233300,45233.0,45221220---45231300,N,5.0,1.0,3095349.98,3095349.98,3095349.98,N,OPE,0,M,N,1,3.0
2020,3,44071,R209.S3,0,0,N,NYE Drammen Kommune FRA 01.01.2020,Engene 1,Drammen,3008,OUT  ,NO,NO,N,R,General public\services,N,N,N,W,NO032,N,N,N,45233139,45233.0,45233141---50230000---63712200,N,5.0,1.0,19218008.14,19218008.14,19218008.14,N,OPE,0,L,N,1,1.0
2020,3,44075,R209.S3,0,0,N,Strand Kommune,Rådhusgata 2,Jørpeland,4126,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO043,N,N,N,45223210,45223.0,44114200---44114210---44212313---44233000---44316000---44316400---45223800---45223810---45223820---45262300---45262410,Y,5.0,1.0,1718892.55,1718892.55,1718892.55,N,OPE,0,L,N,1,6.0
2020,3,44076,R209.S3,0,0,N,UiT Norges arktiske universitet,Postboks 6050 Langnes,Tromsø,9037,OUT  ,NO,NO,N,N,Education,N,N,N,W,NO072,N,N,N,45310000,45310.0,45311000---45312000---45314000---45315100---45317000,Y,5.0,1.0,1566754.95,1566754.95,1566754.95,N,OPE,0,M,N,1,3.0
2020,3,44076,R209.S3,0,0,N,UiT Norges arktiske universitet,Postboks 6050 Langnes,Tromsø,9037,OUT  ,NO,NO,N,N,Education,N,N,N,W,NO072,N,N,N,45331000,45331.0,45312100---45330000---45331200---45331210---45331230---45332000---45333000,Y,5.0,1.0,1319618.01,1319618.01,1319618.01,N,OPE,0,M,N,1,2.0
2020,3,44078,R209.S3,0,0,N,Statens vegvesen,Postboks 1010 Nordre Ål,Lillehammer,2605,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO04,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,6358315.17,6358315.17,6358315.17,N,OPE,0,L,N,1,10.0
2020,3,44078,R209.S3,0,0,N,Statens vegvesen,Postboks 1010 Nordre Ål,Lillehammer,2605,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO03,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,3684484.28,3684484.28,3684484.28,N,OPE,0,L,N,1,9.0
2020,3,44083,R209.S3,0,0,N,Klepp Kommune,Postboks 25,Kleppe,4358,OUT  ,NO,NO,N,3,Other,N,N,N,W,NO043,N,N,N,45215210,45215.0,71240000,N,5.0,1.0,4242362.07,4242362.07,4242362.07,N,OPE,0,M,N,1,7.0
2020,3,44083,R209.S3,0,0,N,Viken Fylkeskommune,Oscar Pedersens vei 39,Sarpsborg,1702,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO03,N,N,N,45221110,45221.0,45221100---45233100---45233320---45262210---45262300---45262620,Y,5.0,1.0,5609955.56,5609955.56,5609955.56,N,OPE,0,L,N,1,8.0
2020,3,44090,R209.S3,0,0,N,UiT Norges arktiske universitet,Postboks 6050 Langnes,Tromsø,9037,OUT  ,NO,NO,N,N,Education,N,N,N,W,NO072,N,N,N,45331200,45331.0,45331210,Y,5.0,1.0,1515462.38,1515462.38,1515462.38,N,OPE,0,M,N,1,3.0
2020,3,44092,R209.S3,0,0,N,Norges miljø- og biovitenskapelige universitet,Postboks 5003,Ås,1432,OUT  ,NO,NO,N,1,Education,N,N,N,W,NO012,N,N,N,45000000,45000.0,45210000---45214400---45220000---45261000---45262800---45310000---45320000---45330000---45421000---45430000---45443000---45453100---45454100---71300000---71320000---71541000,Y,5.0,1.0,5595553.4,5595553.4,5595553.4,N,NIC,0,M,N,1,3.0
2020,3,44097,R209.S3,0,0,N,Helse Sør-Øst RHF,,Hamar,,OUT  ,NO,NO,N,1,Health,N,N,N,W,NO032,N,N,N,45313100,45313.0,42416100---71321000,N,5.0,1.0,5824388.22,5824388.22,5824388.22,N,OPE,0,M,N,1,3.0
2020,3,44099,R209.S3,0,0,N,Plan1 AS,Lundgaardvegen 17,Elverum,2408,OUT  ,NO,NO,N,8,"Recreation, culture and religion",N,N,N,W,NO021,N,N,N,45212313,45212.0,71240000,Y,5.0,1.0,9139403.89,9139403.89,9139403.89,N,NIC,0,M,N,1,6.0
2020,3,44103,R209.S3,0,0,N,Nordland Fylkeskommune,Prinsensgate 100,Bodø,8048,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO071,N,N,N,45233300,45233.0,45221241---45262300---45310000---45340000,N,5.0,1.0,5718406.95,5718406.95,5718406.95,N,OPE,0,L,N,1,6.0
2020,3,44103,R209.S3,0,0,N,Plan1 AS,Lundgaardvegen 17,Elverum,2408,OUT  ,NO,NO,N,8,"Recreation, culture and religion",N,N,N,W,NO021,N,N,N,45212313,45212.0,39133000---39151100---39154000---39154100---39171000---45112700---45212312---71240000,Y,5.0,1.0,1305629.13,1305629.13,1305629.13,N,NIC,0,M,N,1,1.0
2020,3,44104,R209.S3,0,0,N,Statens Vegvesen,Postboks 1010 Nordre Ål,Lillehammer,2605,OUT  ,NO,NO,N,1,General public\services,N,N,N,W,NO061,N,N,N,45000000,45000.0,45000000,Y,5.0,1.0,18513781.11,18513781.11,18513781.11,N,NIC,0,L,N,1,4.0
2020,3,44106,R209.S3,0,0,N,Stiftelsen Museum Vest,Museumsvegen 9,Rong,5337,OUT  ,NO,NO,N,8,"Recreation, culture and religion",N,N,N,W,NO051,N,N,N,45212300,45212.0,42520000---45212310---45212313---45212350---45331000---45331200---45331210,N,5.0,1.0,92035.85,92035.85,92035.85,N,OPE,0,L,N,1,4.0
2020,3,44106,R209.S3,0,0,N,Stiftelsen Museum Vest,Museumsvegen 9,Rong,5337,OUT  ,NO,NO,N,8,"Recreation, culture and religion",N,N,N,W,NO051,N,N,N,45212300,45212.0,44221100---44221110---45212310---45212313---45212320---45212350---45421100---45421132---45454100,N,5.0,1.0,115767.99,115767.99,115767.99,N,OPE,0,L,N,1,5.0
2020,3,44109,R209.S3,0,0,N,Viken fylkeskommune,Oscar Pedersens vei 39,Sarpsborg,1702,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO03,N,N,N,45000000,45000.0,,Y,5.0,1.0,6015530.61,6015530.61,6015530.61,N,OPE,0,L,N,1,6.0
2020,3,44112,R209.S3,0,0,N,Vaksdal Kommune,Konsul Jebsensgate 16,Dalekvam,5722,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO051,N,N,N,45000000,45000.0,45214200---45214210,N,5.0,1.0,6718622.75,6718622.75,6718622.75,N,NIC,0,M,N,1,3.0
2020,6,44113,R209.S3,0,0,N,Øvre Romerike Innkjøpssamarbeid,Furusetgt 12,Jessheim,2050,OUT  ,NO,NO,N,4,"Production, transport and distribution of gas and heat",N,N,N,W,NO012,N,N,N,45220000,45220.0,45231000---45233100,Y,5.0,1.0,4596414.74,4596414.74,4596414.74,N,OPE,0,M,N,1,5.0
2020,3,44114,R209.S3,0,0,N,Råde Kommune,Rådhuset,Råde,1640,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO031,N,N,N,45233300,45233.0,45233162---45231300---45232151---45232150---71800000---71322200---71311220---71240000,N,5.0,1.0,3087072.41,3087072.41,3087072.41,N,OPE,0,L,N,1,4.0
2020,3,44117,R209.S3,0,0,N,Oslo kommune v/ Kultur- og idrettsbygg Oslo KF,Postboks 1514 Vika,Oslo,0117,OUT  ,NO,NO,N,8,Other,N,N,N,W,NO011,N,N,N,45212000,45212.0,45000000---45210000---45212200---45212230---45212290---45220000---45300000---45310000---45320000---45330000---45350000---45400000---50700000---71000000---45212212,Y,5.0,1.0,5797555.96,5797553.16,5797553.16,N,OPE,0,M,N,1,5.0
2020,3,44117,R209.S3,0,0,N,Helse Bergen HF,Att Advokafirma SANDS Postboks 1150 sentrum,Bergen,5811,OUT  ,NO,NO,N,N,Health,N,N,N,W,NO051,N,N,N,45215141,45215.0,33162100---44211000---45223800---45223810---45223820,Y,5.0,1.0,10587980.01,10587980.01,10587980.01,N,NIC,0,M,N,1,1.0
2020,3,44117,R209.S3,0,0,N,Gran Kommune,Rådhusvegen 39,Jaren,2770,OUT  ,NO,NO,N,3,General public\services,N,N,N,W,NO022,N,N,N,45111100,45111.0,45111000,N,5.0,1.0,166213.02,166213.02,166213.02,N,OPE,0,L,N,1,7.0
2020,3,44118,R209.S3,0,0,N,Stord Kommune,Postboks 304,Stord,5402,OUT  ,NO,NO,N,3,General public\services,Y,N,Y,W,"NO051,NO",N,N,N,45000000,45000.0,45000000---45200000,N,5.0,1.0,23687842.73,20983325.25,20983325.25,N,OPE,0,L,N,1,6.0
